Stanovanjske razmere po: STATISTIÈNA REGIJA, LETO , STANOVANJSKE RAZMERE;;;
;;;
Pomurska;;;
 ;2008;;
 ; ;Slabo stanje stanovanja;34
 ;2009;;
 ; ;Slabo stanje stanovanja;29
 ;2010;;
 ; ;Slabo stanje stanovanja;44
 ;2011;;
 ; ;Slabo stanje stanovanja;40
 ;2012;;
 ; ;Slabo stanje stanovanja;34
 ;2013;;
 ; ;Slabo stanje stanovanja;31
 ;2014;;
 ; ;Slabo stanje stanovanja;37
 ;2015;;
 ; ;Slabo stanje stanovanja;35
 ;2016;;
 ; ;Slabo stanje stanovanja;35
 ;2017;;
 ; ;Slabo stanje stanovanja;32
Podravska;;;
 ;2008;;
 ; ;Slabo stanje stanovanja;30
 ;2009;;
 ; ;Slabo stanje stanovanja;31
 ;2010;;
 ; ;Slabo stanje stanovanja;34
 ;2011;;
 ; ;Slabo stanje stanovanja;33
 ;2012;;
 ; ;Slabo stanje stanovanja;30
 ;2013;;
 ; ;Slabo stanje stanovanja;27
 ;2014;;
 ; ;Slabo stanje stanovanja;30
 ;2015;;
 ; ;Slabo stanje stanovanja;30
 ;2016;;
 ; ;Slabo stanje stanovanja;26
 ;2017;;
 ; ;Slabo stanje stanovanja;25
Koroška;;;
 ;2008;;
 ; ;Slabo stanje stanovanja;31
 ;2009;;
 ; ;Slabo stanje stanovanja;32
 ;2010;;
 ; ;Slabo stanje stanovanja;32
 ;2011;;
 ; ;Slabo stanje stanovanja;30
 ;2012;;
 ; ;Slabo stanje stanovanja;30
 ;2013;;
 ; ;Slabo stanje stanovanja;24
 ;2014;;
 ; ;Slabo stanje stanovanja;22
 ;2015;;
 ; ;Slabo stanje stanovanja;16
 ;2016;;
 ; ;Slabo stanje stanovanja;17
 ;2017;;
 ; ;Slabo stanje stanovanja;14
Savinjska;;;
 ;2008;;
 ; ;Slabo stanje stanovanja;36
 ;2009;;
 ; ;Slabo stanje stanovanja;33
 ;2010;;
 ; ;Slabo stanje stanovanja;35
 ;2011;;
 ; ;Slabo stanje stanovanja;36
 ;2012;;
 ; ;Slabo stanje stanovanja;33
 ;2013;;
 ; ;Slabo stanje stanovanja;29
 ;2014;;
 ; ;Slabo stanje stanovanja;26
 ;2015;;
 ; ;Slabo stanje stanovanja;26
 ;2016;;
 ; ;Slabo stanje stanovanja;23
 ;2017;;
 ; ;Slabo stanje stanovanja;23
Zasavska;;;
 ;2008;;
 ; ;Slabo stanje stanovanja;39
 ;2009;;
 ; ;Slabo stanje stanovanja;47
 ;2010;;
 ; ;Slabo stanje stanovanja;34
 ;2011;;
 ; ;Slabo stanje stanovanja;41
 ;2012;;
 ; ;Slabo stanje stanovanja;37
 ;2013;;
 ; ;Slabo stanje stanovanja;27
 ;2014;;
 ; ;Slabo stanje stanovanja;33
 ;2015;;
 ; ;Slabo stanje stanovanja;27
 ;2016;;
 ; ;Slabo stanje stanovanja;32
 ;2017;;
 ; ;Slabo stanje stanovanja;34
Posavska;;;
 ;2008;;
 ; ;Slabo stanje stanovanja;29
 ;2009;;
 ; ;Slabo stanje stanovanja;30
 ;2010;;
 ; ;Slabo stanje stanovanja;26
 ;2011;;
 ; ;Slabo stanje stanovanja;27
 ;2012;;
 ; ;Slabo stanje stanovanja;27
 ;2013;;
 ; ;Slabo stanje stanovanja;23
 ;2014;;
 ; ;Slabo stanje stanovanja;23
 ;2015;;
 ; ;Slabo stanje stanovanja;28
 ;2016;;
 ; ;Slabo stanje stanovanja;28
 ;2017;;
 ; ;Slabo stanje stanovanja;29
Jugovzhodna Slovenija;;;
 ;2008;;
 ; ;Slabo stanje stanovanja;32
 ;2009;;
 ; ;Slabo stanje stanovanja;38
 ;2010;;
 ; ;Slabo stanje stanovanja;37
 ;2011;;
 ; ;Slabo stanje stanovanja;41
 ;2012;;
 ; ;Slabo stanje stanovanja;38
 ;2013;;
 ; ;Slabo stanje stanovanja;28
 ;2014;;
 ; ;Slabo stanje stanovanja;34
 ;2015;;
 ; ;Slabo stanje stanovanja;30
 ;2016;;
 ; ;Slabo stanje stanovanja;21
 ;2017;;
 ; ;Slabo stanje stanovanja;22
Osrednjeslovenska;;;
 ;2008;;
 ; ;Slabo stanje stanovanja;30
 ;2009;;
 ; ;Slabo stanje stanovanja;28
 ;2010;;
 ; ;Slabo stanje stanovanja;31
 ;2011;;
 ; ;Slabo stanje stanovanja;32
 ;2012;;
 ; ;Slabo stanje stanovanja;29
 ;2013;;
 ; ;Slabo stanje stanovanja;26
 ;2014;;
 ; ;Slabo stanje stanovanja;28
 ;2015;;
 ; ;Slabo stanje stanovanja;24
 ;2016;;
 ; ;Slabo stanje stanovanja;20
 ;2017;;
 ; ;Slabo stanje stanovanja;19
Gorenjska;;;
 ;2008;;
 ; ;Slabo stanje stanovanja;25
 ;2009;;
 ; ;Slabo stanje stanovanja;26
 ;2010;;
 ; ;Slabo stanje stanovanja;29
 ;2011;;
 ; ;Slabo stanje stanovanja;34
 ;2012;;
 ; ;Slabo stanje stanovanja;29
 ;2013;;
 ; ;Slabo stanje stanovanja;25
 ;2014;;
 ; ;Slabo stanje stanovanja;28
 ;2015;;
 ; ;Slabo stanje stanovanja;25
 ;2016;;
 ; ;Slabo stanje stanovanja;22
 ;2017;;
 ; ;Slabo stanje stanovanja;18
Primorsko-notranjska;;;
 ;2008;;
 ; ;Slabo stanje stanovanja;24
 ;2009;;
 ; ;Slabo stanje stanovanja;39
 ;2010;;
 ; ;Slabo stanje stanovanja;30
 ;2011;;
 ; ;Slabo stanje stanovanja;45
 ;2012;;
 ; ;Slabo stanje stanovanja;38
 ;2013;;
 ; ;Slabo stanje stanovanja;37
 ;2014;;
 ; ;Slabo stanje stanovanja;40
 ;2015;;
 ; ;Slabo stanje stanovanja;24
 ;2016;;
 ; ;Slabo stanje stanovanja;21
 ;2017;;
 ; ;Slabo stanje stanovanja;23
Goriška;;;
 ;2008;;
 ; ;Slabo stanje stanovanja;35
 ;2009;;
 ; ;Slabo stanje stanovanja;35
 ;2010;;
 ; ;Slabo stanje stanovanja;37
 ;2011;;
 ; ;Slabo stanje stanovanja;41
 ;2012;;
 ; ;Slabo stanje stanovanja;39
 ;2013;;
 ; ;Slabo stanje stanovanja;31
 ;2014;;
 ; ;Slabo stanje stanovanja;37
 ;2015;;
 ; ;Slabo stanje stanovanja;33
 ;2016;;
 ; ;Slabo stanje stanovanja;30
 ;2017;;
 ; ;Slabo stanje stanovanja;32
;;;
Vir: Statistièni urad Republike Slovenije. ;;;
;;;
Povezane vsebine: ;;;
- (seznam ;;;
HREF=http://www.stat.si/StatWeb/Common/PrikaziDokument.ashx?IdDatotek-;;;
e=8291 target=_blank) Metodološka pojasnila ;;;
;;;
Podatki so teritorialno razvršèeni po Klasifikaciji statistiènih ;;;
teritorialnih enot v Evropski uniji (The Classification  of ;;;
Territorial Units for Statistics) – NUTS ((seznam ;;;
HREF=http://www.stat.si/StatWeb/glavnanavigacija/metode-in-klasifikac-;;;
ije/klasifikacije TARGET=_blank) opis in pojasnila), raven NUTS 3. ;;;
Podatki o spremembah posameznih statistiènih regij so dostopni tudi ;;;
na (seznam HREF=http://www.stat.si/dokument/8484 TARGET=_blank) ;;;
povezavi.;;;
;;;
Rezultati statistiènega raziskovanja SILC izhajajo iz ankete, ;;;
izvedene v zaèetku posameznega leta, in iz registrov ter ;;;
administrativnih virov, ki se veèinoma nanašajo na leto pred izvedbo ;;;
ankete.;;;
;;;
Zaradi zaokroževanja se vsote vèasih ne ujemajo.;;;
;;;
Delež gospodinjstev, ki imajo težave s streho, ki pušèa, z vlažnimi ;;;
