Stanovanjske razmere po: STATISTIÈNA REGIJA, LETO , STANOVANJSKE RAZMERE;;;
;;;
Pomurska;;;
 ;2008;;
 ; ;Težave s hrupom;18
 ;2009;;
 ; ;Težave s hrupom;12
 ;2010;;
 ; ;Težave s hrupom;15
 ;2011;;
 ; ;Težave s hrupom;16
 ;2012;;
 ; ;Težave s hrupom;12
 ;2013;;
 ; ;Težave s hrupom;10
 ;2014;;
 ; ;Težave s hrupom;13
 ;2015;;
 ; ;Težave s hrupom;12
 ;2016;;
 ; ;Težave s hrupom;12
 ;2017;;
 ; ;Težave s hrupom;14
Podravska;;;
 ;2008;;
 ; ;Težave s hrupom;20
 ;2009;;
 ; ;Težave s hrupom;18
 ;2010;;
 ; ;Težave s hrupom;16
 ;2011;;
 ; ;Težave s hrupom;17
 ;2012;;
 ; ;Težave s hrupom;12
 ;2013;;
 ; ;Težave s hrupom;12
 ;2014;;
 ; ;Težave s hrupom;14
 ;2015;;
 ; ;Težave s hrupom;14
 ;2016;;
 ; ;Težave s hrupom;14
 ;2017;;
 ; ;Težave s hrupom;14
Koroška;;;
 ;2008;;
 ; ;Težave s hrupom;17
 ;2009;;
 ; ;Težave s hrupom;17
 ;2010;;
 ; ;Težave s hrupom;17
 ;2011;;
 ; ;Težave s hrupom;13
 ;2012;;
 ; ;Težave s hrupom;9
 ;2013;;
 ; ;Težave s hrupom;10
 ;2014;;
 ; ;Težave s hrupom;9
 ;2015;;
 ; ;Težave s hrupom;9
 ;2016;;
 ; ;Težave s hrupom;11
 ;2017;;
 ; ;Težave s hrupom;13
Savinjska;;;
 ;2008;;
 ; ;Težave s hrupom;19
 ;2009;;
 ; ;Težave s hrupom;17
 ;2010;;
 ; ;Težave s hrupom;19
 ;2011;;
 ; ;Težave s hrupom;18
 ;2012;;
 ; ;Težave s hrupom;14
 ;2013;;
 ; ;Težave s hrupom;14
 ;2014;;
 ; ;Težave s hrupom;14
 ;2015;;
 ; ;Težave s hrupom;14
 ;2016;;
